,Unnamed: 0,rid,text,food,ambience,service,price
815,816,3925,makan india tidak asa india itu tidak pedas tapi itu bisa makan jika anda orang barat atau nt biasa dengan terlalu banyak bumbu anda dapat coba hidang mereka bagai batu loncat pertama dan rupa ia bagi ruang dengan gado gado cemara yang kenal jadi itu sempurna jika anda ingin hv india dan teman anda ingin makan indo hv suasana dalam ruang salah tetapi di luar ruang tampak bagus pada hari yang tidak cerah,NEGATIVE,NEGATIVE,,
816,817,4163,nang yg di menteng super keren dekorasi tempat tumbuh tumbuh gantung itu eye catching bgt layan super oke kesini untuk ngerayain birthday dinner sen private room yg ada karaoke nya trs dapet free fruit platter dan apple crumble dan ice cream yg kasi lilin gitu sm mas baik bgt dabesttt sampe lupa foto makan saking udah kelaperan hehe overall food service price place,POSITIVE,POSITIVE,POSITIVE,POSITIVE
817,818,1479,tempat yang luar biasa untuk rapat atau hanya santai kejar tinggal dengan teman atau tanggal suasana seluruh tempat itu tampak hebat saya suka makan dan kue di sini mereka buat sangat baik atlantique adalah salah satu sandwich favorit saya di sini dengan salmon asap harum di dalam sedang untuk minum saya sangat rekomendasi pergi untuk cafe au lait saya tidak dapat temu apa pun yang saya tidak suka dari menu yang saya coba di sini banyak cinta untuk makan di sini adapun layan ini saya pikir beberapa server masih cukup hakim hadap langgan dasar tampil mereka pakai dan cenderung layan mereka dengan lebih banyak pakai posh,POSITIVE,POSITIVE,NEGATIVE,
818,819,216,saya suka kempi deli kue yang sangat lezat saya bisa makan semua utama bagel mereka saya suka benedict telur mereka juga sangat lezat dan untuk minum saya suka latte beludru merah dan cokelat panas mereka enak banget,POSITIVE,,,
819,820,1914,steak nya enak saya pesan rib eye dan mashed potato kentang yummy banget steaknya juicy dan empuk harga reasonable you get what you pay worthed banget deh makan sini hidden gems karena ngga lihat dari jalan raya must try if you are in the neighbourhood good news steak lovers ada steakhouse enak di gading serpong nii buat yang suka steak wajib banget nyobain lazy cow daging juicy dan kentang side dishnya nyaamm buat yang kurang suka steak ada pasta yang ngga kalah enaak tapi buat aku yang paling enak adalah chicken wing finger licking goood bumbu ngeresep banget dan porsi banyaak jd pasti puas deh d lazy cow aku pasti kembaliii 9,POSITIVE,,,POSITIVE
820,821,3637,tarik dengan desa ramen di aeon mall bsd serpong saya siap untuk lang ke kerumun yang dalam ada sekitar 6-7 restoran ramen itu jam 7 malam dan kami lapar jadi kami hanya letak nama kami di daftar dua restoran hanya pergi ke mana yang sebut nama kami lebih dahulu nah hakata men-oh won kami mes 1 ramen 50k dan 1 spicykara ramen 65k kami harus tunggu 25 menit untuk dapat makan kami dua kaldu ramen tipis spicykara itu ok tapi ramen rasa kurang asin saya masih tidak dapat temu rasa asin yang tepat walaupun saya taruh saus shoyu ocha 12k dapat isi ulang layan agak kecewa para layan tidak sadar dan sulit panggil saya juga lupa dan taruh uang 200k ketika total tagih hanya 148k 200k diri dari 100 50 50 dan mereka hanya dapat ubah 2k akhir saya telepon layan lagi dan ingat sehingga saya bisa dapat sisa ubah,NEGATIVE,,NEGATIVE,
821,822,3362,restaurant ini paling modern di kota kasablanka pemesanannnya aja pake ipad ipad apple lagi makan juga enak2 tapi sayang masih sedikit menu nya,POSITIVE,,POSITIVE,
822,823,4056,pokok just want to say buta ramen nya suka bikin kepkiran mngkin pakai pelet ya wkwkwk buta ramennya beneran enak atau ga tori ramen jga enak cuman beda daging doang sih hehehe ga tau knpa ga pernah nemuin ramen kyk gni sih di tempat lain tp ini ramennya lebih mirip bakmi gtu bukan ramen kayak ikkudo punya hehehe,POSITIVE,,,
823,824,38,waktu lagi di cawang mampir di bakmi golek karena liat reviewnya di zomato bagus mampir deh pertama kali nyobain rasa enak bakmi enak kuah gurih kapan nyobain lagi krn banyak menu lainnnya,POSITIVE,,,
824,825,84,kalo lagi ken makan seafood ini jadi salah satu tempat fave saya selain karena rasa enak lokasi juga ga terlalu jauh dari rumah wiro sableng ada 2 lantai saya tidak terlalu suka duduk di lantai 1 karena asap dari dapur penuh ruang menu fave saya sini adalah udang goreng telur asin dan segala jenis seafood dengan bumbu saos padang pedesssnyaa mantaap untuk segala jenis seafood sini selalu fresh layan sini juga cepat dan sigap,POSITIVE,NEGATIVE,POSITIVE,
825,826,2601,ini dia cafe di jakarta dengan rasa tongkrong bandung kalo kamu pernah cobain mie rebus kari ayam yg padu dengan sedikit kuah susu akan menghasikan rasa yg luar biasa beda plus tambah daging ham ini yang beda dari warung upnormal dengan harga 16k kamu bisa cobain mie rebus yg hits itu kalo soal rasa bagi saya saya suka dengan rasa mie rebus biasa tapi bagi yg mau coba bisa langsung datang kesini selain itu bagi yang mau coba roti bakar dan pisang bakar milo bisa pes sini juga tempat sendiri asik banget buat kalian nongkrong sama teman agak waiting list sih tapi gak terlalu lama kok layan juga oke banget,POSITIVE,POSITIVE,,POSITIVE
826,827,173,suhu kamar restoran agak panas ya mereka milik ac namun anda tidak akan rasa rasa dimsum rata tidak ada yang istimewa namun saya suka ayam panggang itu murah dan lezat sila makan dengan saus,POSITIVE,NEGATIVE,,POSITIVE
827,828,2225,gue suka banget sama tempat ini selain tempat enak makananya enak harga jangkau banget layan juga ramah menu yang gue sen sini nasi goreng yang chow nasi goreng pake smoked chicken gtu kalo gue gak salah inget terus chicken wing spicy sama minum watermelon lemonade juara banget gak ad serat watermelonnya gtu,POSITIVE,POSITIVE,POSITIVE,POSITIVE
828,829,2253,always love to eat this llaollao tekstur yogurtnya beda banget dengan yogurt merek laen selalu nyempetin makan ini ke mall mana pun yg ada toko llaollao aaaaa i m so addicted with this ga perna takut gendut deh makan ini banyak2 hihihi rasa stress ilang abis makan ini,POSITIVE,,,
829,830,3217,makan dan minum agak terlalu mahal saya mes makan laut i fu mie tetapi asa polos dan milik begitu sedikit makan laut di dalam teman saya mes pad thailand dan rasa terlalu asin dan curiga,NEGATIVE,,,NEGATIVE
830,831,691,apa yang saya suka dari makan di sini adalah roti cane d utama yang tambah gula dan yang coklat keju nasi goreng kari juga enak mie goreng acehnya gitu gitu suka karena terlalu lembek lain kali ingin coba yg rebus utama kl ke sini pas waktu makan siang memang harus siap2 keringat hari ke-2 buka telah libur idul fitri mereka layan mie aceh nasi goreng aceh dan roti canai menu lain belum sedia sejak koki belum kembali p saya mes mie tumis special udang beef dan teh te teh untuk ambil ya tuhan memang ini adalah mie aceh alam baik yang pernah saya makan dan teh tew jauh lebih baik daripada satu meutia reataurant aceh lain di benhil layan anda benar dapat rasa kayu manis di dalam dan untuk kasih kayu manis seperti saya anda tidak akan pernah bisa lawan tarik teh ini lain kali saya akan bawa suami saya di sini untuk makan nasi goreng kambing mereka kata itu salah satu spesialisasi mereka terlalu paruh daripada mie aceh dan roti canai untuk roti canai keju susu adalah da bomb dan saya akan coba mie goreng mie rebus aceh pilih lain untuk masak mie aceh hehe maaf tidak sesal saya lebih suka mie aceh yang diii daerah taman aries ada enak,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE
831,832,2173,tempat yang sangat bagus untuk bunuh beberapa kali mereka milik main papan dan main lain juga pisah rokok di bagi bebas rokok tapi yang tidak rokok terlalu kecil kopi yang baik n camil yang enak,POSITIVE,POSITIVE,,
832,833,2143,sambal ikan bakar dabunya tidak pedas dan konsep dabu yg salah karna harus segar dan sedikit asam ayam pop nya tidak gurih asa seperti makan opor ayam sambelnya pun manis,NEGATIVE,,,
833,834,2836,rasa bubur enak dan literally bubur yang enak bener-bener ada rasa dan gurih harga affordable tapi lokasi makan ramai banget dan ga bersih mungkin kalau mau makan bubur ini lebih baik take away aja,POSITIVE,NEGATIVE,NEGATIVE,POSITIVE
834,835,1048,aaahhh suka sekali sama hot capp nya suka juga sama ambiance nya ow mereka juga punya lemon infused water for free senang nya koleksi tea nya mereka juga senang tapi susaaahh yah parkir mobil nya kata sih bulan july 2015 bakal udah jadi lahan buat parkir nya,POSITIVE,POSITIVE,NEGATIVE,
835,836,2387,pertama kali saya dan teman kantor kunjung kesini makan yang saji cukup enak saya kes dengan layan sini turut saya sangat muas terima kasih untuk mas ujang yang layan dengan baik dan view nya sangat oke,POSITIVE,POSITIVE,POSITIVE,
836,837,1190,untuk makan rasa luar biasa enak tp porsibya yah ga terlalu lumayan banyak biar ga salah pilih bagi kamu yang memang ngerasa lapar pilih aja menu favorite sini nasi goreng buntut rasa ga kecewa porsi banyak cukup buat ngenyangin makan siang sama teman atau keluarga kalau minum mesti liat baik baik karena harga kurang sesuai seng bentuk porsi minum disaranin kalo mau kesini siang sore hari karena kalau udah malem tempat agak gelap dan kurang bagus untuk simpan moment di kamera sama orang yang kamu sayang,POSITIVE,NEGATIVE,,NEGATIVE
837,838,3275,tidak terlalu banyak pilih makan di menu saya kesini dengan teman saya pesan fish and chips dan teman saya pesan iga bakar rasa makan terlalu asin untuk lidah saya dan makan datang terlalu lama tempat lumayan bagus dan nyaman,NEGATIVE,POSITIVE,NEGATIVE,
838,839,3048,makan sini waktu itu yang paket buffet jadi ambil beberapa makan dan gw pilih ada chicken curry tapi gak suka rasa aneh untuk lidah orang indonesia mungkin tapi nyoba satu lagi curry gitu ada sosi dan rasa lebih enak daripada chicken curry yg gw makan belum makan pake prata gw suka banget terus minum cume sen mineral karena lagi ga ken minum aneh aneh dan juga harga lumayan mahal tapi yang paling gw suka adalah gulab jamun karena gw udah makan manis ini sejak gw kecil sampe sekarang gw suka banget dulu sih gw makan ini dingin karena selalu ditaro kulkas setoples besar dari saudara biasa tapi nyata saji yg sebenernya itu panas tetep aja enak banget my favourite dessert in the world kalau untuk tempat sendiri remang remang gitu terus sempit dan tentu tema india pelayannanya biasa aja ga ada yg spesial,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE
839,840,3671,turut gue sih black burgernya biasa aja nachos nya juga biasa aja avocado coffee nya juga encer dan nga enak lychee tea nya juga biasa aja mokka cheese burger nya juga biasa aja,NEGATIVE,,,
840,841,201,untuk tempat super bagus turut karna elegant nuansa raja jawa kuno cozy tapi badna mgkn ini restoran baru buka jadi karyawannya mas kurang di trainning untuk makan di sini turut aku pasta enak untuk makan aku bisa kasi 7 5 la not bat you must try buat yg mau cari suasana pas nih tempat,POSITIVE,POSITIVE,NEGATIVE,
841,842,936,tiap ksni di blg harus undang jd gw ga bs masuk what the hell jd ilfil pdhl review nya bgs tp ssh bgt mw mkan di mlm mgg payah bgt,,,NEGATIVE,
842,843,3582,rasa sate nya hampir sama dengan banyak sate padang lain yg gue coba sate ajo ramon ini selalu rame ya karena mungkin juga belah sama daeng naba harga jangkau layan standar aja enak tapi banyak yang lebih enak dari sate padang sini udah lama banget engga makan sate padang ajo ramon sate padang favorit panjang masa dulu waktu masih ngantor di daerah sudirman makan siang selalu kesini harga untuk ukur sate padang lumayan mahaal cuma gak akan kecewa sm rasa apalagi untuk sate lidah nya top,POSITIVE,NEGATIVE,POSITIVE,POSITIVE
843,844,3690,saya suka suasana makan mereka tetapi layan mereka besar tidak dalam kasus saya saya adalah langgan pertama saya mes blackjack burger dan langgan dua mes hidang yang sama tetapi pada nyata langgan dua dapat piring mereka belum saya dan layan tidak minta maaf makan penting bagi tamu karena mereka datang untuk makan tetapi layan juga penting,POSITIVE,POSITIVE,NEGATIVE,
844,845,3042,service ok ambiance ok untuk harga lil bit pricey sih buat kantong mahasiswa wkwkwk kemarin kesini ga makan cuma sen kiwi juice aja tp rasa ngga kaya kiwi agak sedikit tawar gatau banyak air atau memang kiwi kurang mateng yah anyway gue suka duduk di pojok deket botol2 wine itu krn bagus buat foto2 teteuup pewe sih sini buat ngobrol2 sm temen2 krn ga berisik,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE
845,846,2913,tempat ini sedia beberapa jenis indonesian food seperti mie kangkung gado gado dll favorit saya adalah mie kangkung dan pastel yg jual juga sini,POSITIVE,,,
846,847,341,akhir nyobain psy padahal ini deket rumah affordable price good for sharing 2-3 person kalau empat gak kenyang kayak place nice concept better than cabang bintaro tapi temenku blg lebih bagus lagi di tmpt belum belum pindah di tmpt yg skrg - kalau lagi laper bgt dan sharing tiga empat this place ain t a good choice krn gak akan kenyang karna porsi gak banyak yg bayang lihat dr foto - untuk soupnya hanya bisa pilih satu dari dua rasa gak bisa half and half - place gak begitu besar luas makan di sini enak pas malem apalagi kalau gerimis kecil trus sambil gosip,NEGATIVE,POSITIVE,,POSITIVE
847,848,1955,sempet baca review tntg macchiato betul kesini sekali mau coba gue coba yg ovomaltine macchiato sayang ga bisa pake topping krn gue salah satu bubble lovers utk rasa enak cocok sm harga ovonya asa dan campur sm cream cheese nya pas bgt kurang cuma tmptnya kurang besar wkt gue dateng ngantri bgt jd ganggu jalan dan tempat duduk rame jd paksa minum sambil jalan gabisa santai dulu,POSITIVE,NEGATIVE,,POSITIVE
848,849,2257,akhir nyobain juga,,,,
849,850,1074,lo semua harus kesini cobain es krim yang endessss nya top bgt lah es krim lembut dan dalem es krim ada cornflakes gitu tambah cair keju yg bikin lidah julur terus harga emang agak mahal sih 67 000 cuma 2 scoop gitu sana nanti ditawarin popcorn yang pas makan keluar asep dr mulut tenang itu gak bahaya kok,POSITIVE,,,NEGATIVE
850,851,1257,baru pertama kali pas valentine day iseng karna bingung mau kmna pada rame semua cafe masuk kesini suasana nya lagi candle light dinner gtu so sweet trus nyobai ice chocolate hazelnut nyaaa enakkk bgt bikinn nagih mau kesana lagi layan nya juga ramah2 trus kata si choco lava nya wajib coba tp kemaren lupa coba maybe next time but,POSITIVE,POSITIVE,POSITIVE,
851,852,1180,hari ini makan chilaquiles gatau kenapa suka banget sama padu keju parut keju melting bumbu bolognese dan telur tengah mateng nya itu campur sama nachos avocado dan daging nya turut gua sih padu rasa oke bgt utama buat yg lagi ngidam asin2 hehe dua saya cobain juga dessert nya aduh lupa nama apa semacem cake basah yg campur liquor pas bgt sih buat tutup yg asin2 tadi overall sangat puassss,POSITIVE,,,
852,853,3851,suka banget sama smua makan sini utama pindan patin nya segar banget dan enak tempat nya slalu rame dan harga standard pempek nya pun ikan nya asa banget,POSITIVE,NEGATIVE,,POSITIVE
853,854,1498,lokasi kedai kopi ini bagi ruang dengan cukur yang buat tempat parkir kecil penuh dengan cukup cepat area restoran itu sendiri cukup kecil sehingga masuk dengan kelompok besar mungkin bukan ide yang baik dilda n coba laku kerja di salah satu meja kecil mereka n itu cukup repot makan kopi layak tetapi tidak ada yang istimewa kami dua milik latte - 30k kami juga coba jamur renyah mereka - yang saya pikir adalah buku laris mereka - dan itu enak pasti padan dengan harga 25k tempat ini sangat bagus mungkin baik untuk laku beberapa kerja solo di akhir pekan dan untuk harga layan dan rasa itu benar tidak terlalu buruk,POSITIVE,NEGATIVE,NEGATIVE,POSITIVE
854,855,1792,saya benar pergi ke outlet mereka di buah apartemen pondok indah golf pondok indah di pondok indah jadi ulas ini dasar pada alam saya di sana datang ke sini minggu yang lalu saat makan siang itu penuh sesak saya harus tunggu meja lama sekitar 10 menit sementara buah pesta yang tiba hanya minutr telah saya harus tunggu sekitar 30 menit atau lebih ini adalah restoran jepang otentik dan harga agak mahal untuk saya untuk menu makan siang sekitar 70-150k maaf saya karena lupa nama yang tepat dari menu tetapi saya mes daging sapi yakin belum pesan saya datang semua orang dapat piring hidang buka kecil itu adalah iris konyaku dan wortel masak dengan saus yang manis dan saya sukai-sangat yakin yakin hebat itu lembut alam saya juga mes udang di sini rasa seperti udang bayi renyah masak dengan garam dan mentega itu enak telah makan kami kami semua dapat makan tutup pf gratis puding kopi saya pikir itu benar buat dari 100 kopi hitam datang dan cicip sendiri,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE
